experiment_name,feature,coef,abs_coef,is_zero
l1_C_1.5_liblinear,cat__Deck_A,0.0,0.0,True
l1_C_1.5_liblinear,cat__Embarked_Q,0.0,0.0,True
l1_C_1.5_liblinear,cat__Title_Miss,0.0,0.0,True
l1_C_1.5_liblinear,cat__Deck_B,0.0,0.0,True
l1_C_1.5_liblinear,cat__Deck_F,0.0,0.0,True
l1_C_1.5_liblinear,cat__Deck_G,0.0,0.0,True
l1_C_1.5_liblinear,cat__Deck_T,0.0,0.0,True
l1_C_1.5_liblinear,cat__Deck_Unknown,0.0,0.0,True
l1_C_2_liblinear,cat__Title_Master,2.9682972825680243,2.9682972825680243,False
l1_C_2_liblinear,cat__Sex_male,-1.4973698587886766,1.4973698587886766,False
l1_C_2_liblinear,cat__Sex_female,1.2172708808871966,1.2172708808871966,False
l1_C_2_liblinear,ord__Pclass_3,-0.9518795913779077,0.9518795913779077,False
l1_C_2_liblinear,cat__Deck_E,0.8513374522290479,0.8513374522290479,False
l1_C_2_liblinear,disc_count__FamilySize,-0.8086966037513363,0.8086966037513363,False
l1_C_2_liblinear,cat__Title_Mrs,0.8070153022392007,0.8070153022392007,False
l1_C_2_liblinear,ord__Pclass_1,0.5774741303602781,0.5774741303602781,False
l1_C_2_liblinear,cont__Age,-0.35196096479604205,0.35196096479604205,False
l1_C_2_liblinear,disc_binary__CabinKnown,0.2581835894856032,0.2581835894856032,False
l1_C_2_liblinear,cat__Embarked_C,0.23237647345568435,0.23237647345568435,False
l1_C_2_liblinear,cont__Fare,0.17414988138686857,0.17414988138686857,False
l1_C_2_liblinear,cat__Title_Mr,-0.16555399958076553,0.16555399958076553,False
l1_C_2_liblinear,cat__Deck_D,0.10835280174431601,0.10835280174431601,False
l1_C_2_liblinear,cat__Deck_C,-0.10826296297929122,0.10826296297929122,False
l1_C_2_liblinear,disc_binary__IsAlone,-0.052601939800655605,0.052601939800655605,False
l1_C_2_liblinear,cat__Embarked_S,-0.0401161537276597,0.0401161537276597,False
l1_C_2_liblinear,ord__Pclass_2,0.0,0.0,True
l1_C_2_liblinear,cat__Title_Other,0.0,0.0,True
l1_C_2_liblinear,cat__Deck_A,0.0,0.0,True
l1_C_2_liblinear,cat__Embarked_Q,0.0,0.0,True
l1_C_2_liblinear,cat__Title_Miss,0.0,0.0,True
l1_C_2_liblinear,cat__Deck_B,0.0,0.0,True
l1_C_2_liblinear,cat__Deck_F,0.0,0.0,True
l1_C_2_liblinear,cat__Deck_G,0.0,0.0,True
l1_C_2_liblinear,cat__Deck_T,0.0,0.0,True
l1_C_2_liblinear,cat__Deck_Unknown,0.0,0.0,True
l1_C_0.7_liblinear,cat__Title_Master,2.2895092553313363,2.2895092553313363,False
l1_C_0.7_liblinear,cat__Sex_female,1.1956269040105725,1.1956269040105725,False
l1_C_0.7_liblinear,cat__Sex_male,-1.117237992518216,1.117237992518216,False
l1_C_0.7_liblinear,ord__Pclass_3,-0.902829478091107,0.902829478091107,False
l1_C_0.7_liblinear,disc_count__FamilySize,-0.7311560445157467,0.7311560445157467,False
l1_C_0.7_liblinear,cat__Title_Mrs,0.7144910273162933,0.7144910273162933,False
l1_C_0.7_liblinear,cat__Deck_E,0.5657682027243822,0.5657682027243822,False
l1_C_0.7_liblinear,cat__Title_Mr,-0.4887811736974464,0.4887811736974464,False
l1_C_0.7_liblinear,ord__Pclass_1,0.45077173190470016,0.45077173190470016,False
l1_C_0.7_liblinear,cont__Age,-0.34155427247517955,0.34155427247517955,False
l1_C_0.7_liblinear,disc_binary__CabinKnown,0.29971712005225254,0.29971712005225254,False
l1_C_0.7_liblinear,cat__Embarked_C,0.19877422567806044,0.19877422567806044,False
l1_C_0.7_liblinear,cont__Fare,0.1688031877343216,0.1688031877343216,False
l1_C_0.7_liblinear,disc_binary__IsAlone,-0.039425344488632844,0.039425344488632844,False
l1_C_0.7_liblinear,cat__Embarked_S,-0.007818110524252228,0.007818110524252228,False
l1_C_0.7_liblinear,ord__Pclass_2,0.0,0.0,True
l1_C_0.7_liblinear,cat__Title_Other,0.0,0.0,True
l1_C_0.7_liblinear,cat__Embarked_Q,0.0,0.0,True
l1_C_0.7_liblinear,cat__Title_Miss,0.0,0.0,True
l1_C_0.7_liblinear,cat__Deck_A,0.0,0.0,True
l1_C_0.7_liblinear,cat__Deck_B,0.0,0.0,True
l1_C_0.7_liblinear,cat__Deck_C,0.0,0.0,True
l1_C_0.7_liblinear,cat__Deck_D,0.0,0.0,True
l1_C_0.7_liblinear,cat__Deck_F,0.0,0.0,True
l1_C_0.7_liblinear,cat__Deck_G,0.0,0.0,True
l1_C_0.7_liblinear,cat__Deck_T,0.0,0.0,True
l1_C_0.7_liblinear,cat__Deck_Unknown,0.0,0.0,True
